Country:e,Name:s,AccentCity:s,Region:e,Population:n,Latitude,Longitude,Test3:n,Prefecture:e,Record:n
jp,haji,Haji,14,,36.3,140.3,36.3,ibaraki,2336
jp,hajika,Hajika,38,,36.366667,139.383333,36.366667,tochigi,2337
jp,hajinomine,Hajinomine,18,,30.733333,131.016667,30.733333,kagoshima,2338
jp,hakami,Hakami,36,,35.1,132.7,35.1,shimane,2339
jp,hakami,Hakami,45,,34.1,131.783333,34.1,yamaguchi,2340
jp,hakatacho,Hakatacho,32,,34.483333,135.433333,34.483333,osaka,2341
jp,hakata,Hakata,5,,34.116667,132.966667,34.116667,ehime,2342
jp,hakata,Hakata,7,,33.6,130.416667,33.6,fukuoka,2343
jp,hakata,Hakata,32,,34.483333,135.433333,34.483333,osaka,2344
jp,hakihara,Hakihara,42,,36.666667,137.2,36.666667,toyama,2345
jp,hakii,Hakii,46,,35.383333,138.45,35.383333,yamanashi,2346
jp,hakka,Hakka,2,,40.416667,140.866667,40.416667,akita,2347
jp,hakkowara,Hakkowara,24,,38.316944,140.633611,38.316944,miyagi,2348
jp,hakodate,Hakodate,12,275733,41.775833,140.736667,41.775833,hokkaido,2349
jp,hakoguchi,Hakoguchi,44,,38.033333,139.833333,38.033333,yamagata,2350
jp,hakojima,Hakojima,10,,36.533333,138.933333,36.533333,gunma,2351
jp,hakokuchi,Hakokuchi,44,,38.033333,139.833333,38.033333,yamagata,2352
jp,hakonegasaki,Hakonegasaki,40,,35.769444,139.351111,35.769444,tokyo,2353
jp,hakone,Hakone,19,13939,35.183333,139.033333,35.183333,kanagawa,2354
jp,hakonokuchi,Hakonokuchi,44,,38.033333,139.833333,38.033333,yamagata,2355
jp,hakosakicho,Hakosakicho,40,,35.683333,139.783333,35.683333,tokyo,2356
jp,hakoshimizu,Hakoshimizu,24,,38.497321,141.187944,38.497321,miyagi,2357
jp,hakozakicho,Hakozakicho,40,,35.683333,139.783333,35.683333,tokyo,2358
jp,hakozaki,Hakozaki,7,,33.616667,130.416667,33.616667,fukuoka,2359
jp,hakozaki,Hakozaki,16,,39.316667,141.916667,39.316667,iwate,2360
jp,hakozakimachi,Hakozakimachi,7,,33.616667,130.416667,33.616667,fukuoka,2361
jp,hakui,Hakui,15,24529,36.883333,136.783333,36.883333,ishikawa,2362
jp,hakura,Hakura,31,,34.666667,133.833333,34.666667,okayama,2363
jp,hakuro,Hakuro,1,,35.066667,136.733333,35.066667,aichi,2364
jp,hakusan,Hakusan,15,,36.433333,136.633333,36.433333,ishikawa,2365
jp,hakusanura,Hakusanura,29,,37.916667,139.033333,37.916667,niigata,2366
jp,hakushu,Hakushu,46,,35.8,138.333333,35.8,yamanashi,2367
jp,hakuto,Hakuto,27,,32.683333,130.166667,32.683333,nagasaki,2368
jp,hama-atsuma,Hama-atsuma,12,,42.6,141.833333,42.6,hokkaido,2369
jp,hama-azuma,Hama-azuma,12,,42.6,141.833333,42.6,hokkaido,2370
jp,hamacho,Hamacho,1,,35.083333,136.883333,35.083333,aichi,2371
jp,hamacho,Hamacho,12,,42.316667,140.983333,42.316667,hokkaido,2372
jp,hamacho,Hamacho,40,,35.683333,139.783333,35.683333,tokyo,2373
jp,hamada-cho,Hamada-cho,1,,35.083333,136.883333,35.083333,aichi,2374
jp,hamada,Hamada,2,,40.1,139.983333,40.1,akita,2375
jp,hamada,Hamada,3,,41.133333,141.266667,41.133333,aomori,2376
jp,hamada,Hamada,11,,34.283333,132.516667,34.283333,hiroshima,2377
jp,hamada,Hamada,13,,34.783333,134.583333,34.783333,hyogo,2378
jp,hamada,Hamada,17,,34.483333,134.1,34.483333,kagawa,2379
jp,hamada,Hamada,18,,31.533333,130.333333,31.533333,kagoshima,2380
jp,hamada,Hamada,24,,38.350734,141.039502,38.350734,miyagi,2381
jp,hamada,Hamada,36,45751,34.883333,132.083333,34.883333,shimane,2382
jp,hamadera-ishizucho,Hamadera-Ishizucho,32,,34.55,135.45,34.55,osaka,2383
jp,hamadera-koen-cho,Hamadera-koen-cho,32,,34.533333,135.45,34.533333,osaka,2384
jp,hamadera-koen,Hamadera-koen,32,,34.533333,135.45,34.533333,osaka,2385
jp,hamagaa,Hamagaa,47,,26.333333,127.75,26.333333,okinawa,2386
jp,hamagawa,Hamagawa,47,,26.333333,127.75,26.333333,okinawa,2387
jp,hamaguri,Hamaguri,27,,32.983333,129.1,32.983333,nagasaki,2388
jp,hamagurinohama,Hamagurinohama,24,,38.4,141.420833,38.4,miyagi,2389
jp,hamagusu,Hamagusu,27,,34.633333,129.45,34.633333,nagasaki,2390
jp,hama,Hama,4,,35.675,139.995,35.675,chiba,2391
jp,hama,Hama,5,,33.383333,132.416667,33.383333,ehime,2392
jp,hama,Hama,11,,34.2,132.45,34.2,hiroshima,2393
jp,hama,Hama,12,,43.25,140.633333,43.25,hokkaido,2394
jp,hama,Hama,13,,35.65,134.55,35.65,hyogo,2395
jp,hama,Hama,17,,34.383333,134.133333,34.383333,kagawa,2396
jp,hama,Hama,21,,32.683333,130.983333,32.683333,kumamoto,2397
jp,hama,Hama,22,,35.603056,135.221389,35.603056,kyoto,2398
jp,hama,Hama,24,,38.408889,141.230021,38.408889,miyagi,2399
jp,hama,Hama,27,,32.65,128.816667,32.65,nagasaki,2400
jp,hama,Hama,30,,33.6,131.483333,33.6,oita,2401
jp,hama,Hama,33,,33.083333,130.116667,33.083333,saga,2402
jp,hama,Hama,36,,35.566667,133.05,35.566667,shimane,2403
jp,hama,Hama,47,,26.322222,127.951389,26.322222,okinawa,2404
jp,hamahara,Hamahara,36,,35.066667,132.6,35.066667,shimane,2405
jp,hamaichi,Hamaichi,24,,38.383995,141.180407,38.383995,miyagi,2406
jp,hamaigawa,Hamaigawa,2,,39.916667,140.083333,39.916667,akita,2407
jp,hamaikawa,Hamaikawa,2,,39.916667,140.083333,39.916667,akita,2408
jp,hamaji,Hamaji,6,,36.25,136.15,36.25,fukui,2409
jp,hamajima,Hamajima,23,,34.3,136.75,34.3,mie,2410
jp,hamajo,Hamajo,11,,34.333333,132.516667,34.333333,hiroshima,2411
jp,hamaju,Hamaju,6,,36.133333,136.066667,36.133333,fukui,2412
jp,hamakawa,Hamakawa,47,,26.333333,127.75,26.333333,okinawa,2413
jp,hamakita,Hamakita,15,,36.733333,136.683333,36.733333,ishikawa,2414
jp,hamakita,Hamakita,37,86503,34.8,137.783333,34.8,shizuoka,2415
jp,hama-kiura,Hama-kiura,29,,37.083333,137.966667,37.083333,niigata,2416
jp,hama-konoura,Hama-konoura,29,,37.083333,137.966667,37.083333,niigata,2417
jp,hama-konouya,Hama-konouya,29,,37.083333,137.966667,37.083333,niigata,2418
jp,hama-koshimizu,Hama-koshimizu,12,,43.925,144.454167,43.925,hokkaido,2419
jp,hama-kotanuka,Hama-kotanuka,12,,43.756944,145.057778,43.756944,hokkaido,2420
jp,hamakubo,Hamakubo,7,,33.533333,130.155,33.533333,fukuoka,2421
jp,hamakushi,Hamakushi,27,,32.883333,129.083333,32.883333,nagasaki,2422
jp,hamakusu,Hamakusu,27,,34.633333,129.45,34.633333,nagasaki,2423
jp,hama-mabetsu,Hama-mabetsu,12,,42.6,141.833333,42.6,hokkaido,2424
jp,hamamachi,Hamamachi,12,,41.716667,141.016667,41.716667,hokkaido,2425
jp,hama-machi,Hama-machi,12,,43.25,140.633333,43.25,hokkaido,2426
jp,hamamachi,Hamamachi,21,,32.683333,130.983333,32.683333,kumamoto,2427
jp,hamamaguchi,Hamamaguchi,2,,39.966667,139.816667,39.966667,akita,2428
jp,hamamatsucho,Hamamatsucho,40,,35.65,139.75,35.65,tokyo,2429
jp,hamamatsu,Hamamatsu,37,605105,34.7,137.733333,34.7,shizuoka,2430
jp,hamamatu,Hamamatu,37,,34.7,137.733333,34.7,shizuoka,2431
jp,hama-mombetsu,Hama-mombetsu,12,,42.416667,143.4,42.416667,hokkaido,2432
jp,hamamoto,Hamamoto,47,,26.669444,127.8875,26.669444,okinawa,2433
jp,hamamura,Hamamura,41,,35.516667,134.05,35.516667,tottori,2434
jp,hamamura,Hamamura,47,,26.574444,127.235278,26.574444,okinawa,2435
jp,hamamura-shindo,Hamamura-shindo,41,,35.516667,134.05,35.516667,tottori,2436
jp,hamamuto,Hamamuto,47,,26.669444,127.8875,26.669444,okinawa,2437
jp,hamana,Hamana,37,,34.683333,137.55,34.683333,shizuoka,2438
jp,hamanakacho,Hamanakacho,12,,43.2,140.783333,43.2,hokkaido,2439
jp,hamanaka,Hamanaka,12,,41.716667,141.016667,41.716667,hokkaido,2440
jp,hamanaka,Hamanaka,44,,38.816667,139.783333,38.816667,yamagata,2441
jp,hamanaka-machi,Hamanaka-machi,12,,43.2,140.783333,43.2,hokkaido,2442
jp,hamanaka-shigai,Hamanaka-shigai,12,,43.152222,145.1025,43.152222,hokkaido,2443
jp,hamanishi,Hamanishi,17,,34.333333,133.874444,34.333333,kagawa,2444
jp,hamanocho,Hamanocho,4,,35.55,140.133333,35.55,chiba,2445
jp,hamano,Hamano,4,,35.55,140.133333,35.55,chiba,2446
jp,hamano,Hamano,8,,37.15,139.483333,37.15,fukushima,2447
jp,hamanoichi,Hamanoichi,18,,31.716667,130.733333,31.716667,kagoshima,2448
jp,hama-no-iti,Hama-no-iti,18,,31.716667,130.733333,31.716667,kagoshima,2449
jp,hamanokuri,Hamanokuri,27,,32.75,128.683333,32.75,nagasaki,2450
jp,hamanose,Hamanose,43,,33.883333,135.15,33.883333,wakayama,2451
jp,hamanoseura,Hamanoseura,43,,33.883333,135.15,33.883333,wakayama,2452
jp,hamanoura,Hamanoura,27,,32.966667,129.016667,32.966667,nagasaki,2453
jp,hamao,Hamao,7,,33.65,130.433333,33.65,fukuoka,2454
jp,hamaonishibetsu,Hamaonishibetsu,12,,45.337778,142.155278,45.337778,hokkaido,2455
jp,hama-onisibetu,Hama-Onisibetu,12,,45.337778,142.155278,45.337778,hokkaido,2456
jp,hamasaka,Hamasaka,13,,35.616667,134.45,35.616667,hyogo,2457
jp,hamasaki,Hamasaki,33,,33.441667,130.040833,33.441667,saga,2458
jp,hamasaki,Hamasaki,39,,33.6,134.366667,33.6,tokushima,2459
jp,hamasaki,Hamasaki,47,,26.633333,127.883333,26.633333,okinawa,2460
jp,hama-sakurai,Hama-sakurai,5,,34.016667,133.033333,34.016667,ehime,2461
jp,hama-sami,Hama-sami,15,,36.383333,136.383333,36.383333,ishikawa,2462
jp,hama-samimachi,Hama-samimachi,15,,36.383333,136.383333,36.383333,ishikawa,2463
jp,hama-sarufutsu,Hama-sarufutsu,12,,45.268889,142.233611,45.268889,hokkaido,2464
jp,hamasato,Hamasato,12,,45.033333,141.666667,45.033333,hokkaido,2465
jp,hamashima,Hamashima,23,,34.3,136.75,34.3,mie,2466
jp,hamasuka,Hamasuka,24,,38.408889,141.230021,38.408889,miyagi,2467
jp,hamata,Hamata,2,,40.1,139.983333,40.1,akita,2468
jp,hamata,Hamata,13,,34.783333,134.583333,34.783333,hyogo,2469
jp,hama-tombetsu,Hama-tombetsu,12,,45.120556,142.366944,45.120556,hokkaido,2470
jp,hamatonbetsu,Hamatonbetsu,12,,45.133333,142.383333,45.133333,hokkaido,2471
jp,hamatonbetu,Hamatonbetu,12,,45.120556,142.366944,45.120556,hokkaido,2472
jp,hamatoyo,Hamatoyo,12,,42.383333,143.366667,42.383333,hokkaido,2473
jp,hama-toyoni,Hama-toyoni,12,,42.383333,143.366667,42.383333,hokkaido,2474
jp,hamatsubaki,Hamatsubaki,18,,30.6,130.95,30.6,kagoshima,2475
jp,hamatsumae,Hamatsumae,12,,42.068056,139.473889,42.068056,hokkaido,2476
jp,hamatsuwaki,Hamatsuwaki,18,,30.6,130.95,30.6,kagoshima,2477
jp,hamawara,Hamawara,36,,35.066667,132.6,35.066667,shimane,2478
jp,hamawara-mura,Hamawara-mura,36,,35.066667,132.6,35.066667,shimane,2479
jp,hama-yamubetsu,Hama-yamubetsu,12,,43.916667,144.5,43.916667,hokkaido,2480
jp,hama-yuchi,Hama-yuchi,12,,45.266667,141.6,45.266667,hokkaido,2481
jp,hamazaki,Hamazaki,39,,33.6,134.366667,33.6,tokushima,2482
jp,hamazaki,Hamazaki,47,,26.633333,127.883333,26.633333,okinawa,2483
jp,hama-zakurai,Hama-zakurai,5,,34.016667,133.033333,34.016667,ehime,2484
jp,hamazonocho,Hamazonocho,40,,35.65,139.8,35.65,tokyo,2485
jp,hami,Hami,18,,31.35,131.016667,31.35,kagoshima,2486
jp,hammachi,Hammachi,12,,42.408056,141.102778,42.408056,hokkaido,2487
jp,hamochihongo,Hamochihongo,29,,37.85,138.316667,37.85,niigata,2488
jp,hamotihongo,Hamotihong・・ｽｴ,29,,37.85,138.316667,37.85,niigata,2489
jp,hamura,Hamura,40,58201,35.790722,139.338888,35.790722,tokyo,2490
jp,hanabatacho,Hanabatacho,21,,32.8,130.7,32.8,kumamoto,2491
jp,hanabatacho,Hanabatacho,40,,35.783333,139.833333,35.783333,tokyo,2492
jp,hanabata,Hanabata,40,,35.783333,139.833333,35.783333,tokyo,2493
jp,hanabatake,Hanabatake,40,,35.783333,139.833333,35.783333,tokyo,2494
jp,hanabatamachi,Hanabatamachi,21,,32.8,130.7,32.8,kumamoto,2495
jp,hanabuchihama,Hanabuchihama,24,,38.298838,141.087203,38.298838,miyagi,2496
jp,hanacho,Hanacho,41,,35.55,133.233333,35.55,tottori,2497
jp,hanada,Hanada,31,,34.683333,133.4,34.683333,okayama,2498
jp,hanadate,Hanadate,29,,38.1,139.483333,38.1,niigata,2499
jp,hanaden,Hanaden,32,,34.683333,135.566667,34.683333,osaka,2500
jp,hanafuchihama,Hanafuchihama,24,,38.298838,141.087203,38.298838,miyagi,2501
jp,hanagama,Hanagama,24,,37.966667,140.916667,37.966667,miyagi,2502
jp,hanaguro,Hanaguro,12,,43.168611,141.321111,43.168611,hokkaido,2503
jp,hanagusuku,Hanagusuku,47,,26.118239,127.737917,26.118239,okinawa,2504
jp,hanahatacho,Hanahatacho,40,,35.783333,139.833333,35.783333,tokyo,2505
jp,hanaishi,Hanaishi,12,,42.433333,140.166667,42.433333,hokkaido,2506
jp,hanakama,Hanakama,24,,37.966667,140.916667,37.966667,miyagi,2507
jp,hanamachi,Hanamachi,41,,35.55,133.233333,35.55,tottori,2508
jp,hanamaki,Hanamaki,16,73116,39.383333,141.116667,39.383333,iwate,2509
jp,hanamigawa,Hanamigawa,4,,35.68855,140.093361,35.68855,chiba,2510
jp,hananaka,Hananaka,12,,43.15,141.166667,43.15,hokkaido,2511
jp,hanaoka,Hanaoka,2,,40.333333,140.55,40.333333,akita,2512
jp,hanaoka,Hanaoka,12,,42.466667,140.333333,42.466667,hokkaido,2513
jp,hanaoka,Hanaoka,26,,36.05,138.05,36.05,nagano,2514
jp,hanaoka,Hanaoka,45,,34.033333,131.866667,34.033333,yamaguchi,2515
jp,hanaremori,Hanaremori,24,,38.365475,141.030871,38.365475,miyagi,2516
jp,hanasakicho,Hanasakicho,12,,43.284722,145.584722,43.284722,hokkaido,2517
jp,hanasaki,Hanasaki,12,,43.284722,145.584722,43.284722,hokkaido,2518
jp,hanasakimachi,Hanasakimachi,12,,43.284722,145.584722,43.284722,hokkaido,2519
jp,hanasawa,Hanasawa,44,,37.916667,140.133333,37.916667,yamagata,2520
jp,hanase-ofusecho,Hanase-ofusecho,22,,35.2,135.783333,35.2,kyoto,2521
jp,hanashiro,Hanashiro,47,,26.118239,127.737917,26.118239,okinawa,2522
jp,hanatemmachi,Hanatemmachi,32,,34.683333,135.566667,34.683333,osaka,2523
jp,hanatencho,Hanatencho,32,,34.683333,135.566667,34.683333,osaka,2524
jp,hanaten,Hanaten,32,,34.683333,135.566667,34.683333,osaka,2525
jp,hanato,Hanato,11,,34.366667,132.533333,34.366667,hiroshima,2526
jp,hanatsu,Hanatsu,11,,34.366667,132.533333,34.366667,hiroshima,2527
jp,hanawadacho,Hanawadacho,38,,36.55,139.883333,36.55,tochigi,2528
jp,hanawadamachi,Hanawadamachi,38,,36.55,139.883333,36.55,tochigi,2529
jp,hanawa,Hanawa,2,,40.183611,140.787222,40.183611,akita,2530
jp,hanawa,Hanawa,8,,36.95,140.416667,36.95,fukushima,2531
jp,hanawa,Hanawa,10,,36.516667,139.316667,36.516667,gunma,2532
jp,hanawa,Hanawa,46,,35.583333,138.533333,35.583333,yamanashi,2533
jp,hanazawa,Hanazawa,37,,34.9,138.333333,34.9,shizuoka,2534
jp,hanazawa,Hanazawa,44,,37.916667,140.133333,37.916667,yamagata,2535
jp,hanazonocho,Hanazonocho,32,,34.633333,135.483333,34.633333,osaka,2536
jp,hanazonomachi,Hanazonomachi,3,,40.816667,140.766667,40.816667,aomori,2537
jp,handa,Handa,1,116120,34.883333,136.933333,34.883333,aichi,2538
jp,handa,Handa,32,,34.433333,135.366667,34.433333,osaka,2539
jp,handa,Handa,39,,34.033333,134.033333,34.033333,tokushima,2540
jp,hanechi,Hanechi,47,,26.622222,128.023056,26.622222,okinawa,2541
jp,haneda,Haneda,40,,35.55,139.75,35.55,tokyo,2542
jp,haneda,Haneda,43,,33.75,135.333333,33.75,wakayama,2543
jp,hanegase,Hanegase,25,,31.4675,131.24,31.4675,miyazaki,2544
jp,hanegawa,Hanegawa,2,,39.6,140.083333,39.6,akita,2545
jp,hane,Hane,19,,35.391389,139.220833,35.391389,kanagawa,2546
jp,hane,Hane,20,,33.35,134.066667,33.35,kochi,2547
jp,hane,Hane,36,,35.233333,132.533333,35.233333,shimane,2548
jp,hanekawa,Hanekawa,2,,39.6,140.083333,39.6,akita,2549
jp,haneo,Haneo,10,,36.55,138.6,36.55,gunma,2550
jp,haneoka,Haneoka,18,,31.383333,130.766667,31.383333,kagoshima,2551
jp,haneta,Haneta,43,,33.75,135.333333,33.75,wakayama,2552
jp,hanezawa,Hanezawa,10,,36.15,138.666667,36.15,gunma,2553
jp,hango,Hango,44,,38.187222,140.317778,38.187222,yamagata,2554
jp,hanifu,Hanifu,42,,36.666667,136.85,36.666667,toyama,2555
jp,hanifuta,Hanifuta,29,,37.683333,139.066667,37.683333,niigata,2556
jp,hanja,Hanja,47,,26.134133,127.699181,26.134133,okinawa,2557
jp,hanji,Hanji,47,,26.726492,128.164597,26.726492,okinawa,2558
jp,hannaguro,Hannaguro,12,,43.168611,141.321111,43.168611,hokkaido,2559
jp,hannan,Hannan,32,60796,34.333333,135.25,34.333333,osaka,2560
jp,hanno,Hanno,34,86264,35.851944,139.318056,35.851944,saitama,2561
jp,hannohara,Hannohara,24,,38.476724,141.071364,38.476724,miyagi,2562
jp,hannoura,Hannoura,35,,35.5,136.183333,35.5,shiga,2563
jp,hanoda,Hanoda,23,,34.783333,136.1,34.783333,mie,2564
jp,hanoura,Hanoura,39,,33.95,134.633333,33.95,tokushima,2565
jp,hansen-goryo,Hansen-goryo,12,,44.233333,141.783333,44.233333,hokkaido,2566
jp,hanyuda,Hanyuda,29,,37.683333,139.066667,37.683333,niigata,2567
jp,hanyu,Hanyu,24,,38.429875,141.013702,38.429875,miyagi,2568
jp,hanyu,Hanyu,29,,37.983333,138.266667,37.983333,niigata,2569
jp,hanyu,Hanyu,34,58687,36.166667,139.533333,36.166667,saitama,2570
jp,hanyu,Hanyu,42,,36.666667,136.85,36.666667,toyama,2571
jp,hanza,Hanza,47,,26.134133,127.699181,26.134133,okinawa,2572
jp,hanzaka,Hanzaka,11,,34.466667,133.35,34.466667,hiroshima,2573
jp,hanzogane,Hanzogane,29,,37.383333,138.95,37.383333,niigata,2574
jp,hanzokane,Hanzokane,29,,37.383333,138.95,37.383333,niigata,2575
jp,haporo,Haporo,12,,44.357778,141.702222,44.357778,hokkaido,2576
jp,haqurocho,Haqurocho,29,,37.533333,138.683333,37.533333,niigata,2577
jp,harada,Harada,3,,41.45,140.883333,41.45,aomori,2578
jp,harada,Harada,11,,34.733333,132.7,34.733333,hiroshima,2579
jp,harada,Harada,31,,35,133.95,35,okayama,2580
jp,harada,Harada,36,,36.233333,133.3,36.233333,shimane,2581
jp,harada,Harada,37,,34.683333,138.966667,34.683333,shizuoka,2582
jp,haradani,Haradani,43,,33.966667,135.15,33.966667,wakayama,2583
jp,haragama,Haragama,8,,37.816667,140.966667,37.816667,fukushima,2584
jp,haraguchi,Haraguchi,12,,41.6,139.983333,41.6,hokkaido,2585
jp,hara,Hara,7,,33.516667,131.166667,33.516667,fukuoka,2586
jp,hara,Hara,8,,37.15,140.35,37.15,fukushima,2587
jp,hara,Hara,10,,36.566667,138.833333,36.566667,gunma,2588
jp,hara,Hara,11,,34.284906,133.127986,34.284906,hiroshima,2589
jp,hara,Hara,13,,34.816667,134.383333,34.816667,hyogo,2590
jp,hara,Hara,19,,35.421389,139.301111,35.421389,kanagawa,2591
jp,hara,Hara,24,,38.48152,141.123817,38.48152,miyagi,2592
jp,hara,Hara,26,,35.966667,138.55,35.966667,nagano,2593
jp,hara,Hara,31,,34.8,133.683333,34.8,okayama,2594
jp,hara,Hara,37,,35.116667,138.8,35.116667,shizuoka,2595
jp,hara,Hara,39,,34.033333,133.933333,34.033333,tokushima,2596
jp,hara,Hara,43,,33.966667,135.15,33.966667,wakayama,2597
jp,hara,Hara,46,,35.572222,139.034444,35.572222,yamanashi,2598
jp,haraichi,Haraichi,10,,36.316667,138.866667,36.316667,gunma,2599
jp,haraichi,Haraichi,34,,35.966667,139.616667,35.966667,saitama,2600
jp,harai,Harai,7,,33.516667,131.166667,33.516667,fukuoka,2601
jp,harajuku,Harajuku,34,,35.9,139.35,35.9,saitama,2602
jp,harakama,Harakama,8,,37.816667,140.966667,37.816667,fukushima,2603
jp,harakawa,Harakawa,47,,26.633889,128.059722,26.633889,okinawa,2604
jp,harako,Harako,3,,40.75,140.516667,40.75,aomori,2605
jp,hara-machida,Hara-machida,19,,35.533333,139.45,35.533333,kanagawa,2606
jp,haramachi,Haramachi,5,,33.766667,132.783333,33.766667,ehime,2607
jp,haramachi,Haramachi,10,,36.566667,138.833333,36.566667,gunma,2608
jp,haramachi koketake,Haramachi Koketake,24,,38.266667,140.9,38.266667,miyagi,2609
jp,haramachi-nigatake,Haramachi-Nigatake,24,,38.266667,140.9,38.266667,miyagi,2610
jp,haramura,Haramura,13,,34.816667,134.383333,34.816667,hyogo,2611
jp,haranaka,Haranaka,30,,33.133333,131.35,33.133333,oita,2612
jp,haranomachi,Haranomachi,8,,37.633333,140.966667,37.633333,fukushima,2613
jp,haranomachi,Haranomachi,29,,37.216667,138.416667,37.216667,niigata,2614
jp,haranomachi-nigatake,Haranomachi-nigatake,24,,38.266667,140.9,38.266667,miyagi,2615
jp,haraoka,Haraoka,4,,35.05,139.833333,35.05,chiba,2616
jp,harasaki,Harasaki,44,,38.383333,140.4,38.383333,yamagata,2617
jp,harata,Harata,36,,36.233333,133.3,36.233333,shimane,2618
jp,haratai,Haratai,16,,39.6,141.766667,39.6,iwate,2619
jp,haratani,Haratani,43,,33.966667,135.15,33.966667,wakayama,2620
jp,harazaki,Harazaki,44,,38.383333,140.4,38.383333,yamagata,2621
jp,harigabessho,Harigabessho,28,,34.616667,135.966667,34.616667,nara,2622
jp,harigayacho,Harigayacho,34,,35.866667,139.633333,35.866667,saitama,2623
jp,harigaya,Harigaya,34,,35.866667,139.633333,35.866667,saitama,2624
jp,harigi,Harigi,5,,33.066667,132.483333,33.066667,ehime,2625
jp,hariki,Hariki,5,,33.066667,132.483333,33.066667,ehime,2626
jp,harimichi,Harimichi,8,,37.6,140.583333,37.6,fukushima,2627
jp,harimochi,Harimochi,18,,31.966667,130.583333,31.966667,kagoshima,2628
jp,hario,Hario,27,,33.05,129.766667,33.05,nagasaki,2629
jp,harisakicho,Harisakicho,1,,34.916667,137.15,34.916667,aichi,2630
jp,harisaki,Harisaki,1,,34.916667,137.15,34.916667,aichi,2631
jp,harisaki-machi,Harisaki-machi,1,,34.916667,137.15,34.916667,aichi,2632
jp,hariusucho,Hariusucho,12,,43.15,141.116667,43.15,hokkaido,2633
jp,hariusu,Hariusu,12,,43.15,141.116667,43.15,hokkaido,2634
jp,hariusumura,Hariusumura,12,,43.15,141.116667,43.15,hokkaido,2635
jp,haro,Haro,18,,30.233333,130.583333,30.233333,kagoshima,2636
jp,harubetsu,Harubetsu,12,,43.516667,145.25,43.516667,hokkaido,2637
jp,haruda,Haruda,7,,33.45,130.533333,33.45,fukuoka,2638
jp,haruguchi,Haruguchi,25,,32,131.466667,32,miyazaki,2639
jp,haru,Haru,18,,30.233333,130.583333,30.233333,kagoshima,2640
jp,harukarikotan,Harukarikotan,12,,43.9425,145.124444,43.9425,hokkaido,2641
jp,harukicho,Harukicho,32,,34.483333,135.383333,34.483333,osaka,2642
jp,haruki,Haruki,31,,34.816667,133.566667,34.816667,okayama,2643
jp,haruki,Haruki,32,,34.483333,135.383333,34.483333,osaka,2644
jp,harumachi,Harumachi,21,,32.616667,130.866667,32.616667,kumamoto,2645
jp,harumicho,Harumicho,40,,35.65,139.775,35.65,tokyo,2646
jp,harumi,Harumi,40,,35.65,139.775,35.65,tokyo,2647
jp,harunaka,Harunaka,30,,33.133333,131.35,33.133333,oita,2648
jp,haruo,Haruo,18,,30.233333,130.583333,30.233333,kagoshima,2649
jp,harushima,Harushima,33,,33.716667,129.65,33.716667,saga,2650
jp,haruteru,Haruteru,35,,35.383333,136.383333,35.383333,shiga,2651
jp,haryu,Haryu,8,,37.183333,139.65,37.183333,fukushima,2652
jp,hasagawa,Hasagawa,11,,34.65,133.3,34.65,hiroshima,2653
jp,hasaki,Hasaki,4,39209,35.733333,140.833333,35.733333,chiba,2654
jp,hasamado,Hasamado,14,,36.033333,140.216667,36.033333,ibaraki,2655
jp,hasama,Hasama,4,,34.983333,139.783333,34.983333,chiba,2656
jp,hasama,Hasama,24,22740,38.490529,141.114724,38.490529,miyagi,2657
jp,hasama,Hasama,27,,32.738333,128.655,32.738333,nagasaki,2658
jp,haseba,Haseba,25,,32.116667,131.35,32.116667,miyazaki,2659
jp,hasedashicho,Hasedashicho,23,,34.933333,136.616667,34.933333,mie,2660
jp,hasedashi,Hasedashi,23,,34.933333,136.616667,34.933333,mie,2661
jp,hasedashimachi,Hasedashimachi,23,,34.933333,136.616667,34.933333,mie,2662
jp,hasedo,Hasedo,44,,38.208333,140.273056,38.208333,yamagata,2663
jp,hasegama,Hasegama,24,,38.083333,140.916667,38.083333,miyagi,2664
jp,hase,Hase,13,,35.116667,134.75,35.116667,hyogo,2665
jp,hase,Hase,23,,34.416667,136.133333,34.416667,mie,2666
jp,hase,Hase,28,,34.533333,135.9,34.533333,nara,2667
jp,hashiba,Hashiba,9,,36.05,137.283333,36.05,gifu,2668
jp,hashiba,Hashiba,16,,39.7,140.883333,39.7,iwate,2669
jp,hashiba,Hashiba,29,,38.1,139.533333,38.1,niigata,2670
jp,hashida,Hashida,1,,34.766667,137.166667,34.766667,aichi,2671
jp,hashidate,Hashidate,15,,36.35,136.316667,36.35,ishikawa,2672
jp,hashihama,Hashihama,5,,34.1,132.966667,34.1,ehime,2673
jp,hashi,Hashi,36,,34.966667,132.15,34.966667,shimane,2674
jp,hashikure,Hashikure,12,,41.7,140.5,41.7,hokkaido,2675
jp,hashima,Hashima,9,65613,35.328999,136.680514,35.328999,gifu,2676
jp,hashimoto,Hashimoto,3,,40.816667,140.75,40.816667,aomori,2677
jp,hashimoto,Hashimoto,19,,35.470833,139.655,35.470833,kanagawa,2678
jp,hashimoto,Hashimoto,40,,35.6,139.35,35.6,tokyo,2679
jp,hashimoto,Hashimoto,43,57115,34.316667,135.616667,34.316667,wakayama,2680
jp,hashino,Hashino,12,,43.85,143.95,43.85,hokkaido,2681
jp,hashinokuchi,Hashinokuchi,25,,31.533333,131.316667,31.533333,miyazaki,2682
